ros_time_sec,fx,fy,fz,mx,my,mz,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,tag_visible,tag_id,tag_roll(rad),tag_pitch(rad),tag_yaw(rad),tag_tx(m),tag_ty(m),tag_tz(m)
1762530292.728924,-0.015420540,-0.007214307,-0.011663380,-0.000281773,0.000295540,0.000034980,nan,nan,nan,nan,nan,nan,nan,1,3,-2.974679642,0.002123309,0.028578686,0.000153546,-0.016283247,0.569040940
1762530292.730929,-0.016162540,0.006046693,0.020270620,-0.000167773,-0.000408460,-0.000529020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.974679642,0.002123309,0.028578686,0.000153546,-0.016283247,0.569040940
1762530292.732934,0.022473460,0.010729693,-0.002617380,0.000268227,-0.001120460,-0.000056020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.734936,-0.000381540,0.018842693,0.003262620,0.000108227,-0.000393460,-0.001301020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.736966,-0.015163540,0.001469693,-0.016192380,-0.000151773,0.000241540,-0.000825020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.738954,-0.030864540,0.022790693,0.005219620,0.000213227,-0.000369460,-0.000838020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.740933,-0.000328540,0.010278693,-0.002522380,0.000250227,-0.000683460,-0.000049020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.742936,0.022889460,-0.015990307,-0.026594380,-0.000240773,0.000551540,0.000656980,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.744998,-0.015832540,0.018873693,0.007680620,-0.000041773,-0.000559460,-0.000672020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.746942,-0.031044540,0.006697693,0.005872620,-0.000577773,-0.000583460,-0.001038020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.748951,0.000092460,-0.002556307,-0.018362380,-0.000268773,0.000215540,-0.001032020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.750959,-0.008243540,0.014699693,0.005116620,-0.000165773,-0.000590460,-0.000368020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.752961,-0.008055540,0.005442693,-0.000634380,0.000379227,-0.000442460,0.000897980,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.754931,-0.015231540,-0.015483307,-0.011762380,0.000131227,-0.000142460,0.000140980,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.756957,0.007206460,0.013680693,-0.004953380,0.000116227,0.000161540,0.000162980,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
1762530292.758951,-0.007651540,0.006501693,-0.014595380,-0.000016773,-0.000830460,-0.000251020,0.434140991,-0.001415463,0.244174044,0.001017661,0.702614409,-0.001303126,0.711568871,1,3,-2.973731738,0.005354678,0.028698199,0.000147956,-0.016277871,0.569092534
