ros_time_sec,fx,fy,fz,mx,my,mz,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,tag_visible,tag_id,tag_roll(rad),tag_pitch(rad),tag_yaw(rad),tag_tx(m),tag_ty(m),tag_tz(m)
1763676476.999220,0.046040273,-0.083607973,-0.025715780,-0.001465173,-0.000161493,0.002204667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.091608930,0.046262127,0.023642281,0.069627377,-0.036016410,0.577495303
1763676477.001258,0.007693273,-0.053915973,-0.008293780,-0.001392173,-0.000165493,0.000948667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.090841037,0.048332064,0.023367854,0.069622952,-0.036016613,0.577465333
1763676477.003252,-0.000330727,-0.058428973,0.003780220,-0.001534173,-0.000020493,0.001499667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.082721095,0.043774468,0.022845192,0.069626933,-0.036009918,0.577469051
1763676477.005213,-0.022066727,-0.062408973,-0.028876780,-0.000865173,-0.000634493,0.001966667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.077319682,0.045929525,0.022815831,0.069620697,-0.036006006,0.577422407
1763676477.007228,0.022587273,-0.066843973,-0.006509780,-0.001641173,-0.000145493,0.002366667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.091017851,0.048432978,0.023122090,0.069628025,-0.036022075,0.577514886
1763676477.009226,-0.000436727,-0.054465973,0.010701220,-0.001137173,-0.000153493,0.001832667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.081224043,0.047758546,0.023456674,0.069633157,-0.036016006,0.577575316
1763676477.011232,-0.037552727,-0.067528973,-0.009533780,-0.001143173,0.000910507,-0.000020333,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.084595127,0.046770031,0.023330510,0.069631891,-0.036020174,0.577533482
1763676477.013211,0.015402273,-0.057429973,-0.010410780,-0.001514173,-0.000628493,0.000482667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.084595127,0.046770031,0.023330510,0.069631891,-0.036020174,0.577533482
1763676477.015226,-0.006671727,-0.066594973,-0.039994780,-0.001516173,0.000103507,0.000999667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.072056740,0.041711120,0.021701890,0.069618695,-0.036001508,0.577379132
1763676477.017206,-0.000019727,-0.053952973,-0.009038780,-0.001400173,-0.000393493,0.001838667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.091598067,0.048430666,0.023414267,0.069629339,-0.036022923,0.577490902
1763676477.019233,0.046310273,-0.071111973,-0.038529780,-0.001340173,-0.000096493,0.002446667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.088331522,0.046979011,0.023164145,0.069629067,-0.036019323,0.577485198
1763676477.021228,-0.023000727,-0.066315973,-0.000795780,-0.001810173,-0.000295493,0.001214667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.079347022,0.047271289,0.023404205,0.069629075,-0.036007448,0.577493491
1763676477.023239,0.007567273,-0.066841973,-0.006592780,-0.001249173,-0.000364493,0.002247667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.089287941,0.050682122,0.023353826,0.069632987,-0.036019164,0.577543039
1763676477.025233,-0.014406727,-0.053631973,-0.032346780,-0.001534173,-0.000020493,0.000203667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.092064144,0.049285368,0.023423347,0.069623753,-0.036016754,0.577474499
1763676477.027244,0.015122273,-0.067630973,-0.010260780,-0.001913173,0.001119507,0.001360667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.092064144,0.049285368,0.023423347,0.069623753,-0.036016754,0.577474499
1763676477.029247,-0.014933727,-0.057912973,-0.016042780,-0.001404173,-0.000478493,0.001385667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.076813844,0.048985262,0.022800607,0.069637820,-0.036011520,0.577560218
1763676477.031244,-0.022507727,-0.071814973,-0.022853780,-0.001801173,0.000965507,0.001679667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.081686222,0.045203005,0.023106103,0.069627729,-0.036006305,0.577453492
1763676477.033246,-0.007727727,-0.050438973,-0.006921780,-0.001278173,0.000069507,0.002304667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.094525954,0.044274493,0.023422851,0.069616310,-0.036007417,0.577348538
1763676477.035240,0.000132273,-0.058027973,-0.015608780,-0.001796173,-0.000037493,0.001125667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.094525954,0.044274493,0.023422851,0.069616310,-0.036007417,0.577348538
1763676477.037309,0.061805273,-0.073815973,-0.039805780,-0.001452173,-0.000986493,0.000701667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.079551936,0.046868578,0.023123897,0.069626326,-0.036012177,0.577513955
1763676477.039254,0.099838273,-0.093646973,-0.042656780,-0.001536173,-0.002333493,0.001445667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.092949533,0.046189704,0.023573488,0.069610273,-0.036013737,0.577372090
1763676477.041254,-0.007483727,-0.054738973,-0.012789780,-0.001672173,0.000871507,0.000832667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.084702277,0.045930647,0.023216182,0.069641176,-0.036015165,0.577532142
1763676477.043233,0.000517273,-0.054749973,-0.018616780,-0.000723173,0.000147507,0.001485667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.090186409,0.047257157,0.023428388,0.069635406,-0.036014360,0.577510678
1763676477.045239,0.000375273,-0.042411973,-0.010670780,-0.000736173,0.000682507,0.000569667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.082690745,0.049258091,0.023367655,0.069636346,-0.036019381,0.577581809
1763676477.047254,0.015414273,-0.051996973,-0.008409780,-0.001383173,-0.001914493,0.000418667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.086567743,0.044158823,0.022944070,0.069629069,-0.036013345,0.577461807
1763676477.049251,0.008160273,-0.060522973,-0.013533780,-0.000840173,-0.002195493,0.000661667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.078511784,0.046030397,0.022732196,0.069638398,-0.036012827,0.577538083
1763676477.051245,-0.007546727,-0.054437973,-0.008379780,-0.001405173,0.000270507,0.001209667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.092239750,0.050976917,0.023830913,0.069634512,-0.036018406,0.577514883
1763676477.053248,-0.014459727,-0.081285973,-0.027952780,-0.000844173,0.001342507,0.002065667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.085062500,0.046952188,0.023135067,0.069626337,-0.036015245,0.577506900
1763676477.055255,-0.022463727,-0.080642973,-0.017492780,-0.001524173,0.001249507,0.001405667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.089363383,0.046079198,0.023688399,0.069622142,-0.036015380,0.577462166
1763676477.057269,0.000838273,-0.070277973,-0.033386780,-0.001105173,-0.000908493,0.001678667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.086271250,0.050361871,0.023594162,0.069641004,-0.036018620,0.577589260
1763676477.059263,0.076868273,-0.065746973,-0.035399780,-0.001182173,-0.000931493,0.001110667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.079405579,0.049762595,0.023286014,0.069642395,-0.036015193,0.577585167
1763676477.061256,0.000101273,-0.075179973,-0.009681780,-0.001914173,0.000470507,0.000563667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.085628500,0.047325291,0.023197297,0.069625801,-0.036016420,0.577488164
1763676477.063267,-0.007785727,-0.071669973,-0.002583780,-0.001928173,0.000993507,0.001023667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.085628500,0.047325291,0.023197297,0.069625801,-0.036016420,0.577488164
1763676477.065282,0.023471273,-0.070914973,-0.026747780,-0.001624173,0.000482507,0.000148667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.087230048,0.046216209,0.023245753,0.069627369,-0.036018936,0.577531780
1763676477.067260,-0.000475727,-0.046270973,0.000706220,-0.001683173,0.000380507,0.002113667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.087807389,0.048901915,0.023339275,0.069633513,-0.036018203,0.577551924
1763676477.069266,0.015520273,-0.061937973,-0.023111780,-0.001778173,-0.000346493,0.001304667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.087807389,0.048901915,0.023339275,0.069633513,-0.036018203,0.577551924
1763676477.071278,0.007576273,-0.049231973,-0.005593780,-0.001665173,-0.000351493,0.000505667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.085877906,0.044856801,0.023293315,0.069625339,-0.036013416,0.577439199
1763676477.073273,-0.015136727,-0.050262973,-0.005815780,-0.001280173,0.000301507,0.000906667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.082187262,0.043698895,0.022614985,0.069624110,-0.036008361,0.577433656
1763676477.075272,-0.000086727,-0.036482973,-0.003502780,-0.001549173,-0.000543493,0.000479667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.096169247,0.049339657,0.023610865,0.069621489,-0.036017248,0.577473142
1763676477.077280,0.015535273,-0.049762973,-0.016404780,-0.000985173,-0.000481493,0.001545667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.092712573,0.048136281,0.023654822,0.069626587,-0.036015905,0.577460519
1763676477.079300,0.007531273,-0.050915973,-0.006229780,-0.001265173,0.000733507,0.001673667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.083434919,0.047182873,0.023273238,0.069632164,-0.036012034,0.577503903
1763676477.081282,-0.007158727,-0.076064973,-0.024321780,-0.001916173,0.001384507,0.000713667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.083434919,0.047182873,0.023273238,0.069632164,-0.036012034,0.577503903
1763676477.083270,-0.022800727,-0.058594973,-0.010181780,-0.001950173,0.000683507,0.000746667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.084942376,0.043307595,0.023057852,0.069627270,-0.036011852,0.577453589
1763676477.085266,0.015344273,-0.062749973,-0.012762780,-0.001646173,0.000434507,0.000927667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.080414439,0.045967761,0.023155905,0.069624195,-0.036007395,0.577448151
1763676477.087272,0.022809273,-0.071310973,-0.008634780,-0.001366173,0.000047507,0.002045667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.083421899,0.047139725,0.023090986,0.069632205,-0.036012194,0.577520646
1763676477.089274,-0.000223727,-0.067381973,-0.005268780,-0.002061173,0.000960507,0.001225667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.083421899,0.047139725,0.023090986,0.069632205,-0.036012194,0.577520646
1763676477.091273,0.039023273,-0.076473973,-0.028193780,-0.000794173,-0.003029493,0.000736667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.093823535,0.046859567,0.023686962,0.069618388,-0.036009706,0.577383438
1763676477.093270,0.038846273,-0.067938973,-0.018221780,-0.000669173,-0.003126493,0.000247667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.084002536,0.047754817,0.022884144,0.069626555,-0.036012862,0.577472341
1763676477.095293,0.000773273,-0.054428973,-0.038136780,-0.001390173,0.000346507,0.001487667,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1,0,-3.083938484,0.047096452,0.023239338,0.069629359,-0.036010018,0.577494710
