ros_time_sec,fx,fy,fz,mx,my,mz,ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,tag_visible,tag_id,tag_roll(rad),tag_pitch(rad),tag_yaw(rad),tag_tx(m),tag_ty(m),tag_tz(m),fw_contact,ft_trigger
1765398714.733458,-0.003308840,-0.006468467,-0.001384340,0.000703660,0.000236020,0.000018300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.735457,-0.000556840,0.005498533,0.021032660,0.001723660,0.000956020,0.000294300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.737452,0.022697160,0.002748533,-0.024435340,-0.000056340,-0.000081980,0.000108300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.739486,-0.004393840,-0.006108467,-0.039379340,0.001799660,0.000124020,-0.000012700,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.741468,0.009071160,-0.013949467,-0.001245340,0.001050660,0.000092020,0.000008300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.743469,-0.008105840,-0.008817467,-0.001221340,0.001111660,0.000300020,0.000292300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.745485,0.014601160,0.027420533,-0.009956340,-0.000413340,0.000118020,-0.000148700,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.747473,0.023144160,0.007635533,-0.001812340,-0.000434340,-0.000094980,-0.000009700,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.749479,0.018269160,0.005073533,-0.016876340,-0.000028340,0.000225020,0.000251300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.751476,0.021634160,-0.006706467,-0.001480340,0.001139660,-0.000064980,-0.000006700,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.117469881,0.169492748,0.030408621,0.112945026,-0.116533994,0.775113812,0,0
1765398714.753457,0.004775160,0.003597533,-0.024361340,0.001044660,-0.000246980,0.000124300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.112289813,0.168242845,0.030520093,0.112935132,-0.116509288,0.775030920,0,0
1765398714.755479,-0.003317840,-0.006501467,-0.024171340,0.000702660,0.000237020,0.000000300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.112289813,0.168242845,0.030520093,0.112935132,-0.116509288,0.775030920,0,0
1765398714.757471,0.018596160,0.025173533,-0.009761340,-0.000221340,-0.000304980,0.000118300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.112289813,0.168242845,0.030520093,0.112935132,-0.116509288,0.775030920,0,0
1765398714.759465,-0.002483840,-0.015558467,0.029544660,0.000157660,-0.001032980,0.000319300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.112289813,0.168242845,0.030520093,0.112935132,-0.116509288,0.775030920,0,0
1765398714.761485,-0.008241840,-0.014160467,0.014077660,0.001047660,0.000814020,0.000439300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.112289813,0.168242845,0.030520093,0.112935132,-0.116509288,0.775030920,0,0
1765398714.763479,-0.007901840,0.025185533,-0.032599340,0.000649660,0.000777020,0.000121300,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.112289813,0.168242845,0.030520093,0.112935132,-0.116509288,0.775030920,0,0
1765398714.765473,-0.008236840,-0.008449467,-0.031730340,0.001552660,0.000043020,-0.000135700,0.568124803,-0.001560309,0.445820407,0.002162868,0.706132763,-0.000994205,0.708075459,1,2,-3.112289813,0.168242845,0.030520093,0.112935132,-0.116509288,0.775030920,0,0
